ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFIRSTNAME,PAYMENTLASTNAME
10229,50,100.0,9,6426.5,3/11/2004,Shipped,1,3,2004,Classic Cars,147,S10_4962,Furniture,Cabinet,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10259,26,100.0,12,4033.38,6/15/2004,Shipped,2,6,2004,Classic Cars,147,S10_4962,Furniture,Cabinet,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Victorino,Wendy,Medium,Victorino,Wendy
10281,44,100.0,9,7020.64,8/19/2004,Shipped,3,8,2004,Classic Cars,147,S10_4962,Furniture,Cabinet,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Large,Yu,Kyung
10305,38,100.0,13,6680.78,10/13/2004,Shipped,4,10,2004,Classic Cars,147,S10_4962,Furniture,Cabinet,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,Unknown,Hernandez,Marta,Medium,Hernandez,Marta
10313,40,100.0,7,6678.0,10/22/2004,Shipped,4,10,2004,Classic Cars,147,S10_4962,Furniture,Cabinet,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Unknown,Vancouver,BC,V3F 2K1,Canada,Unknown,Tannamuri,Yoshi,Medium,Tannamuri,Yoshi
10334,26,100.0,2,3188.12,11/19/2004,On Hold,4,11,2004,Classic Cars,147,S10_4962,Furniture,Cabinet,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Unknown,Lule,Unknown,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund,Christina
10370,35,65.63,4,2297.05,1/20/2005,Shipped,1,1,2005,Classic Cars,147,S10_4962,Furniture,Cabinet,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,O'Hara,Anna
10425,38,100.0,12,5894.94,5/31/2005,In Process,2,5,2005,Classic Cars,147,S10_4962,Furniture,Cabinet,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Labrune,Janine,Medium,Labrune,Janine
10108,33,100.0,6,5265.15,3/3/2003,Shipped,1,3,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,Cruz,Arnold
10122,42,100.0,10,7599.9,5/8/2003,Shipped,2,5,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,EMEA,Lebihan,Laurence,Large,Lebihan,Laurence
10135,42,100.0,7,8008.56,7/2/2003,Shipped,3,7,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Large,Nelson,Valarie
10147,48,100.0,7,9245.76,9/5/2003,Shipped,3,9,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,Unknown,Nelson,Allen,Large,Nelson,Allen
10169,30,100.0,2,5019.9,11/4/2003,Shipped,4,11,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,O'Hara,Anna
10181,27,100.0,14,5411.07,11/12/2003,Shipped,4,11,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,Oeztan,Veysel
10191,21,100.0,3,3840.9,11/20/2003,Shipped,4,11,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Unknown,Koln,Unknown,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Pfalzheim,Henriette
10203,20,100.0,8,3930.4,12/2/2003,Shipped,4,12,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10225,27,100.0,9,4517.91,2/22/2004,Shipped,1,2,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Unknown,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,Medium,Holz,Michael
10238,28,100.0,3,5774.72,4/9/2004,Shipped,2,4,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,Petersen,Jytte
10253,24,100.0,13,3922.56,6/1/2004,Cancelled,2,6,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,Devon,Elizabeth
10266,44,100.0,14,9160.36,7/6/2004,Shipped,3,7,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,Large,Moroni,Maurizio
10276,50,100.0,3,9631.0,8/2/2004,Shipped,3,8,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Unknown,Brickhaven,MA,58339,USA,Unknown,Barajas,Miguel,Large,Barajas,Miguel
10287,21,100.0,12,3432.24,8/30/2004,Shipped,3,8,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Unknown,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,Medium,Holz,Michael
10300,33,100.0,5,5521.89,10/4/2003,Shipped,4,10,2003,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,Medium,Keitel,Roland
10310,33,100.0,10,6934.62,10/16/2004,Shipped,4,10,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Unknown,Koln,Unknown,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Pfalzheim,Henriette
10320,31,100.0,3,6876.11,11/3/2004,Shipped,4,11,2004,Classic Cars,194,S12_1099,Furniture,Bookshelf,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Unknown,Lule,Unknown,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund,Christina
10363,33,85.39,3,2817.87,1/6/2005,Shipped,1,1,2005,Classic Cars,194,S12_1099,Furniture,Bookshelf,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,Suominen,Kalle
10389,26,99.04,4,2575.04,3/3/2005,Shipped,1,3,2005,Classic Cars,194,S12_1099,Furniture,Bookshelf,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Unknown,Boras,Unknown,S-844 67,Sweden,EMEA,Larsson,Maria,Small,Larsson,Maria
10419,12,100.0,13,1961.28,5/17/2005,Shipped,2,5,2005,Classic Cars,194,S12_1099,Furniture,Bookshelf,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,EMEA,Pipps,Georg,Small,Pipps,Georg
10117,33,100.0,9,6034.38,4/16/2003,Shipped,2,4,2003,Classic Cars,207,S12_1108,Furniture,Chair,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad,Eric
10127,46,100.0,2,11279.2,6/3/2003,Shipped,2,6,2003,Classic Cars,207,S12_1108,Furniture,Chair,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Large,Young,Jeff
10142,33,100.0,12,8023.29,8/8/2003,Shipped,3,8,2003,Classic Cars,207,S12_1108,Furniture,Chair,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Large,Nelson,Valarie
10153,20,100.0,11,4904.0,9/28/2003,Shipped,3,9,2003,Classic Cars,207,S12_1108,Furniture,Chair,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10165,44,100.0,3,8594.52,10/22/2003,Shipped,4,10,2003,Classic Cars,207,S12_1108,Furniture,Chair,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,Japan,Natividad,Eric,Large,Natividad,Eric
10176,33,100.0,2,7474.5,11/6/2003,Shipped,4,11,2003,Classic Cars,207,S12_1108,Furniture,Chair,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,Large,Moroni,Maurizio
10185,21,100.0,13,3883.74,11/14/2003,Shipped,4,11,2003,Classic Cars,207,S12_1108,Furniture,Chair,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,Unknown,Tam,Wing C,Medium,Tam,WingC
10196,47,100.0,5,8887.7,11/26/2003,Shipped,4,11,2003,Classic Cars,207,S12_1108,Furniture,Chair,Super Scale Inc.,2035559545,567 North Pendale Street,Unknown,New Haven,CT,97823,USA,Unknown,Murphy,Leslie,Large,Murphy,Leslie
10208,46,100.0,13,8602.92,1/2/2004,Shipped,1,1,2004,Classic Cars,207,S12_1108,Furniture,Chair,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,EMEA,Saveley,Mary,Large,Saveley,Mary
10220,32,100.0,2,7181.44,2/12/2004,Shipped,1,2,2004,Classic Cars,207,S12_1108,Furniture,Chair,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,EMEA,Cassidy,Dean,Large,Cassidy,Dean
10231,42,100.0,2,8378.58,3/19/2004,Shipped,1,3,2004,Classic Cars,207,S12_1108,Furniture,Chair,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,Unknown,28023,Spain,EMEA,Fernandez,Jesus,Large,Fernandez,Jesus
10247,44,100.0,2,10606.2,5/5/2004,Shipped,2,5,2004,Classic Cars,207,S12_1108,Furniture,Chair,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,Suominen,Kalle
10272,35,100.0,2,5818.4,7/20/2004,Shipped,3,7,2004,Classic Cars,207,S12_1108,Furniture,Chair,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Medium,Yu,Kyung
10282,41,100.0,5,7071.27,8/20/2004,Shipped,3,8,2004,Classic Cars,207,S12_1108,Furniture,Chair,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Large,Nelson,Valarie
10293,46,100.0,8,8411.56,9/9/2004,Shipped,3,9,2004,Classic Cars,207,S12_1108,Furniture,Chair,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,EMEA,Accorti,Paolo,Large,Accorti,Paolo
10306,31,100.0,13,6570.76,10/14/2004,Shipped,4,10,2004,Classic Cars,207,S12_1108,Furniture,Chair,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Ashworth,Victoria
10314,38,100.0,5,7975.44,10/22/2004,Shipped,4,10,2004,Classic Cars,207,S12_1108,Furniture,Chair,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Ibsen,Palle,Large,Ibsen,Palle
10336,33,57.22,10,1888.26,11/20/2004,Shipped,4,11,2004,Classic Cars,207,S12_1108,Furniture,Chair,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,EMEA,Bertrand,Marie,Small,Bertrand,Marie
10348,48,52.36,8,2513.28,11/1/2004,Shipped,4,11,2004,Classic Cars,207,S12_1108,Furniture,Chair,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer,Mart¡n
10371,32,100.0,6,3560.64,1/23/2005,Shipped,1,1,2005,Classic Cars,207,S12_1108,Furniture,Chair,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10382,34,100.0,10,3823.64,2/17/2005,Shipped,1,2,2005,Classic Cars,207,S12_1108,Furniture,Chair,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10413,36,100.0,2,8677.8,5/5/2005,Shipped,2,5,2005,Classic Cars,207,S12_1108,Furniture,Chair,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,Unknown,King,Julie,Large,King,Julie
10113,21,100.0,2,3415.44,3/26/2003,Shipped,1,3,2003,Trucks and Buses,136,S12_1666,Furniture,Cabinet,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10216,43,100.0,1,5759.42,2/2/2004,Shipped,1,2,2004,Trucks and Buses,136,S12_1666,Furniture,Cabinet,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Unknown,Versailles,Unknown,78000,France,EMEA,Tonini,Daniel,Medium,Tonini,Daniel
10189,28,100.0,1,4512.48,11/18/2003,Shipped,4,11,2003,Motorcycles,150,S12_2823,Furniture,Table,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Young,Julie,Medium,Young,Julie
10224,43,100.0,6,6087.94,2/21/2004,Shipped,1,2,2004,Motorcycles,150,S12_2823,Furniture,Table,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Unknown,Lille,Unknown,59000,France,EMEA,Rance,Martine,Medium,Rance,Martine
10319,30,100.0,9,4111.8,11/3/2004,Shipped,4,11,2004,Motorcycles,150,S12_2823,Furniture,Table,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,Unknown,Kuo,Kee,Medium,Kuo,Kee
10104,34,100.0,1,5958.5,1/31/2003,Shipped,1,1,2003,Classic Cars,151,S12_3148,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10230,43,100.0,1,7016.31,3/15/2004,Shipped,1,3,2004,Classic Cars,151,S12_3148,Furniture,Desk,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,Large,Keitel,Roland
10324,27,54.33,1,1466.91,11/5/2004,Shipped,4,11,2004,Classic Cars,151,S12_3148,Furniture,Desk,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Frick,Michael,Small,Frick,Michael
10358,49,55.34,5,2711.66,12/10/2004,Shipped,4,12,2004,Classic Cars,151,S12_3148,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,Freyre,Diego
10372,40,100.0,4,5862.0,1/26/2005,Shipped,1,1,2005,Classic Cars,151,S12_3148,Furniture,Desk,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,Shimamura,Akiko
10160,46,100.0,6,5294.14,10/11/2003,Shipped,4,10,2003,Classic Cars,117,S12_3380,Furniture,Bookshelf,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Unknown,Los Angeles,CA,0,USA,Unknown,Chandler,Michael,Medium,Chandler,Michael
10170,47,100.0,4,5464.69,11/4/2003,Shipped,4,11,2003,Classic Cars,117,S12_3380,Furniture,Bookshelf,Mini Auto Werke,7675-3555,Kirchgasse 6,Unknown,Graz,Unknown,8010,Austria,EMEA,Mendel,Roland,Medium,Mendel,Roland
10212,39,100.0,16,4946.76,1/16/2004,Shipped,1,1,2004,Classic Cars,117,S12_3380,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10376,35,100.0,1,3987.2,2/8/2005,Shipped,1,2,2005,Classic Cars,117,S12_3380,Furniture,Bookshelf,Boards & Toys Co.,3105552373,4097 Douglas Av.,Unknown,Glendale,CA,92561,USA,Unknown,Young,Leslie,Medium,Young,Leslie
10349,26,100.0,10,4408.56,12/1/2004,Shipped,4,12,2004,Classic Cars,173,S12_3891,Furniture,Bookshelf,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Medium,Young,Jeff
10396,33,100.0,3,6109.29,3/23/2005,Shipped,1,3,2005,Classic Cars,173,S12_3891,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10377,24,67.83,5,1627.92,2/9/2005,Shipped,1,2,2005,Classic Cars,79,S12_3990,Furniture,Bookshelf,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Unknown,Helsinki,Unknown,21240,Finland,EMEA,Karttunen,Matti,Small,Karttunen,Matti
10115,46,100.0,5,5723.78,4/4/2003,Shipped,2,4,2003,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Unknown,Hernandez,Maria,Medium,Hernandez,Maria
10141,21,100.0,5,2140.11,8/1/2003,Shipped,3,8,2003,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,Suominen,Kalle
10151,24,100.0,3,3327.6,9/21/2003,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,Furniture,Cabinet,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Koskitalo,Pirkko
10184,37,100.0,6,4516.22,11/14/2003,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,Furniture,Cabinet,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,EMEA,Roel,Jose Pedro,Medium,Roel,JosePedro
10195,49,100.0,6,6445.46,11/25/2003,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,Unknown,Frick,Steve,Medium,Frick,Steve
10219,48,100.0,2,4891.68,2/10/2004,Shipped,1,2,2004,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Unknown,Brisbane,CA,94217,USA,Unknown,Taylor,Sue,Medium,Taylor,Sue
10246,46,100.0,5,5069.66,5/5/2004,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10271,31,97.17,5,3012.27,7/20/2004,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10292,21,100.0,8,2214.87,9/8/2004,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,Unknown,Yu,Kwai,Small,Yu,Kwai
10412,54,100.0,5,5951.34,5/3/2005,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10192,27,100.0,16,3544.56,11/20/2003,Shipped,4,11,2003,Classic Cars,115,S12_4675,Furniture,Cabinet,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Young,Valarie,Medium,Young,Valarie
10239,21,93.28,5,1958.88,4/12/2004,Shipped,2,4,2004,Classic Cars,115,S12_4675,Furniture,Cabinet,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,EMEA,Koskitalo,Pirkko,Small,Koskitalo,Pirkko
10277,28,100.0,1,3127.88,8/4/2004,Shipped,3,8,2004,Classic Cars,115,S12_4675,Furniture,Cabinet,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad,Eric
10321,24,100.0,15,2984.88,11/4/2004,Shipped,4,11,2004,Classic Cars,115,S12_4675,Furniture,Cabinet,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Benitez,Violeta,Small,Benitez,Violeta
10405,97,93.28,5,9048.16,4/14/2005,Shipped,2,4,2005,Classic Cars,115,S12_4675,Furniture,Cabinet,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,EMEA,Citeaux,Frederique,Large,Citeaux,Frederique
10109,26,100.0,4,4379.18,3/10/2003,Shipped,1,3,2003,Classic Cars,141,S18_1129,Furniture,Table,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,Unknown,Hernandez,Rosa,Medium,Hernandez,Rosa
10136,25,100.0,2,3644.75,7/4/2003,Shipped,3,7,2003,Classic Cars,141,S18_1129,Furniture,Table,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Unknown,Toulouse,Unknown,31000,France,EMEA,Roulet,Annette,Medium,Roulet,Annette
10148,23,100.0,13,2702.04,9/11/2003,Shipped,3,9,2003,Classic Cars,141,S18_1129,Furniture,Table,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,O'Hara,Anna
10161,28,100.0,12,3764.88,10/17/2003,Shipped,4,10,2003,Classic Cars,141,S18_1129,Furniture,Table,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Ibsen,Palle,Medium,Ibsen,Palle
10171,35,100.0,2,4508.0,11/5/2003,Shipped,4,11,2003,Classic Cars,141,S18_1129,Furniture,Table,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,Unknown,Fresnisre,Jean,Medium,Fresnisre,Jean
10204,42,100.0,17,6182.4,12/2/2003,Shipped,4,12,2003,Classic Cars,141,S18_1129,Furniture,Table,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Medium,Young,Jeff
10240,41,100.0,3,5628.89,4/13/2004,Shipped,2,4,2004,Classic Cars,141,S18_1129,Furniture,Table,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Unknown,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,Kentary,Mory
10278,34,100.0,6,4667.86,8/6/2004,Shipped,3,8,2004,Classic Cars,141,S18_1129,Furniture,Table,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,King,Sue,Medium,King,Sue
10301,37,100.0,8,5917.78,10/5/2003,Shipped,4,10,2003,Classic Cars,141,S18_1129,Furniture,Table,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,Klaeboe,Jan
10331,46,100.0,6,6434.02,11/17/2004,Shipped,4,11,2004,Classic Cars,141,S18_1129,Furniture,Table,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,Unknown,Hernandez,Rosa,Medium,Hernandez,Rosa
10342,40,100.0,2,6454.4,11/24/2004,Shipped,4,11,2004,Classic Cars,141,S18_1129,Furniture,Table,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,Ferguson,Peter
10356,43,97.6,8,4196.8,12/9/2004,Shipped,4,12,2004,Classic Cars,141,S18_1129,Furniture,Table,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,EMEA,Da Cunha,Daniel,Medium,DaCunha,Daniel
10365,30,87.06,1,2611.8,1/7/2005,Shipped,1,1,2005,Classic Cars,141,S18_1129,Furniture,Table,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,Unknown,Tam,Wing C,Small,Tam,WingC
10390,36,93.77,14,3375.72,3/4/2005,Shipped,1,3,2005,Classic Cars,141,S18_1129,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
